id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/372271/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	1	13
2	Images/372271/sec0/sec0_02.jpg,Wooden_thin2	4	7.699999999999999	-85.80000000000001	0,11.09834,0	1.4	1	14
3	Images/372271/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	1	15
4	Images/372271/sec1/sec1_02.jpg,Wooden_thin2	4	7.699999999999999	-54.60000000000001	0,11.09834,0	1.4	1	16
5	Images/372271/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	-39.00000000000001	0,11.09834,0	1.4	1	17
6	Images/372271/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	1	18
7	Images/372271/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	1	19
8	Images/372271/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	1	20
9	Images/372271/sec4/sec4_02.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	1	21
10	Images/372271/sec4/sec4_03.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	1	22
11	Images/372271/sec4/sec4_04.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	1	23
12	Images/372271/sec4/sec4_05.jpg,Wooden_thin2	4	7.699999999999999	70.19999999999999	0,11.09834,0	1.4	1	24
13	Images/372271/sec4/sec4_06.jpg,Wooden_thin2	4	7.699999999999999	85.79999999999998	0,11.09834,0	1.4	1	25
14	Images/372271/sec4/sec4_07.jpg,Wooden_thin2	4	7.699999999999999	101.39999999999998	0,11.09834,0	1.4	1	26
15	Images/372271/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-78.0	0,11.09834,0	1.4	2	27
16	Images/372271/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-62.4	0,11.09834,0	1.4	2	28
17	Images/372271/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	2	29
18	Images/372271/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	-31.200000000000003	0,11.09834,0	1.4	2	30
19	Images/372271/sec6/sec6_02.jpg,Wooden_thin2	4	7.699999999999999	-15.600000000000001	0,11.09834,0	1.4	2	31
20	Images/372271/sec6/sec6_03.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	2	32
21	Images/372271/sec6/sec6_04.jpg,Wooden_thin2	4	7.699999999999999	15.599999999999994	0,11.09834,0	1.4	2	33
22	Images/372271/sec6/sec6_05.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	2	34
23	Images/372271/sec6/sec6_06.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	2	35
24	Images/372271/sec6/sec6_07.jpg,Wooden_thin2	4	7.699999999999999	62.400000000000006	0,11.09834,0	1.4	2	36
25	Images/372271/sec6/sec6_08.jpg,Wooden_thin2	4	7.699999999999999	78.0	0,11.09834,0	1.4	2	37
26	Images/372271/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	-101.4	0,11.09834,0	1.4	3	38
27	Images/372271/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	-85.80000000000001	0,11.09834,0	1.4	3	39
28	Images/372271/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	-70.2	0,11.09834,0	1.4	3	40
29	Images/372271/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	-54.60000000000001	0,11.09834,0	1.4	3	41
30	Images/372271/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	-39.00000000000001	0,11.09834,0	1.4	3	42
31	Images/372271/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	-23.400000000000006	0,11.09834,0	1.4	3	43
32	Images/372271/sec10/sec10_02.jpg,Wooden_thin2	4	7.699999999999999	-7.800000000000011	0,11.09834,0	1.4	3	44
33	Images/372271/sec10/sec10_03.jpg,Wooden_thin2	4	7.699999999999999	7.799999999999997	0,11.09834,0	1.4	3	45
34	Images/372271/sec10/sec10_04.jpg,Wooden_thin2	4	7.699999999999999	23.39999999999999	0,11.09834,0	1.4	3	46
35	Images/372271/sec11/sec11_01.jpg,Wooden_thin2	4	7.699999999999999	39.0	0,11.09834,0	1.4	3	47
36	Images/372271/sec12/sec12_01.jpg,Wooden_thin2	4	7.699999999999999	54.599999999999994	0,11.09834,0	1.4	3	48
