id	data	x	y	z	theta	size	parent	uniqueCode
1	Images/90/sec0/sec0_01.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	1	7
2	Images/90/sec0/sec0_02.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	1	8
3	Images/90/sec1/sec1_01.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	1	9
4	Images/90/sec2/sec2_01.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	1	10
5	Images/90/sec2/sec2_02.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	1	11
6	Images/90/sec2/sec2_03.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	1	12
7	Images/90/sec3/sec3_01.jpg,Wooden_thin2	4	7.699999999999999	46.8	0,11.09834,0	1.4	1	13
8	Images/90/sec4/sec4_01.jpg,Wooden_thin2	4	7.699999999999999	-54.59999999999999	0,11.09834,0	1.4	2	14
9	Images/90/sec5/sec5_01.jpg,Wooden_thin2	4	7.699999999999999	-38.999999999999986	0,11.09834,0	1.4	2	15
10	Images/90/sec5/sec5_02.jpg,Wooden_thin2	4	7.699999999999999	-23.399999999999988	0,11.09834,0	1.4	2	16
11	Images/90/sec5/sec5_03.jpg,Wooden_thin2	4	7.699999999999999	-7.79999999999999	0,11.09834,0	1.4	2	17
12	Images/90/sec6/sec6_01.jpg,Wooden_thin2	4	7.699999999999999	7.800000000000011	0,11.09834,0	1.4	2	18
13	Images/90/sec7/sec7_01.jpg,Wooden_thin2	4	7.699999999999999	23.400000000000013	0,11.09834,0	1.4	2	19
14	Images/90/sec7/sec7_02.jpg,Wooden_thin2	4	7.699999999999999	39.00000000000001	0,11.09834,0	1.4	2	20
15	Images/90/sec8/sec8_01.jpg,Wooden_thin2	4	7.699999999999999	54.600000000000016	0,11.09834,0	1.4	2	21
16	Images/90/sec8/sec8_02.jpg,Wooden_thin2	4	7.699999999999999	-46.8	0,11.09834,0	1.4	3	22
17	Images/90/sec8/sec8_03.jpg,Wooden_thin2	4	7.699999999999999	-31.199999999999996	0,11.09834,0	1.4	3	23
18	Images/90/sec8/sec8_04.jpg,Wooden_thin2	4	7.699999999999999	-15.599999999999998	0,11.09834,0	1.4	3	24
19	Images/90/sec9/sec9_01.jpg,Wooden_thin2	4	7.699999999999999	0.0	0,11.09834,0	1.4	3	25
20	Images/90/sec9/sec9_02.jpg,Wooden_thin2	4	7.699999999999999	15.600000000000001	0,11.09834,0	1.4	3	26
21	Images/90/sec10/sec10_01.jpg,Wooden_thin2	4	7.699999999999999	31.200000000000003	0,11.09834,0	1.4	3	27
