ID	data	wallCenter	wallRight	wallUp	wallFront	x	y	z	size	frameTitle	parent	uniqueCode
1	./Images/19682/title_panel.png	-12.73684210526315,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/19682/title_panel.png	-12.73684210526315,28.656,31.5	1,0,0	0,1,0	0,0,1	0	-2.600999	0.2	1.4	none(caption)	4:3	22
1	./Images/19682/word_cloud.png	-100.16842105263157,38,99.41684210526314	0,0,1	0,1,0	-1,0,0	0	5	0.2	4	Wooden_thin2	-1:-1	23
2	./Images/19682/Chuo-Daigaku-Meisei-Daigaku-Station.jpg	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	-51.77894736842104	-10	0.2	3	Wooden_thin	-1:-1	3
3	./Images/19682/caption/caption0.png	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	-29.778947368421044	-20	0.2	0.7	none(caption)	-1:-1	4
4	./Images/19682/Chuo-daigaku-meisei-daigaku-sta-gate.JPG	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	5.0	-10	0.2	3	Wooden_thin	-1:-1	5
5	./Images/19682/caption/caption1.png	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	27.0	-20	0.2	0.7	none(caption)	-1:-1	6
6	./Images/19682/Cyuodai-sta-sokudo.jpg	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	61.77894736842106	-10	0.2	3	Wooden_thin	-1:-1	7
7	./Images/19682/caption/caption2.png	0,38,198.3315789473684	1,0,0	0,1,0	0,0,1	83.77894736842106	-20	0.2	0.7	none(caption)	-1:-1	8
8	Images/19682/table/fixed_のりば.png	100.16842105263157,38,100.42105263157893	0,0,-1	0,1,0	1,0,0	49.70842105263157	-10	0.2	2.1	Wooden_thin	-1:-1	9
9	Images/19682/table/fixed_利用状況.png	100.16842105263157,38,100.42105263157893	0,0,-1	0,1,0	1,0,0	-49.70842105263158	-10	0.2	2.3625	Wooden_thin	-1:-1	10
