id	type	x	y	z	theta	gyokaku	range	spotAngle	intensity	color
1	spot	-99.07894736842104	103.5	98.8	0	0	200	90	1.7	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
2	spot	0	103.5	198.3	0	0	200	90	1.7	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
3	spot	65.68947368421053	103.5	117.4	0	0	200	90	1.7	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
3	spot	-88.75157894736842	103.5	219.41052631578953	40	270	200	25	2.0	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
4	spot	-41.87578947368422	103.5	219.41052631578953	40	270	200	25	2.0	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
5	spot	4.999999999999986	103.5	219.41052631578953	40	270	200	25	2.0	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
6	spot	51.87578947368419	103.5	219.41052631578953	40	270	200	25	2.0	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
7	spot	72.18947368421053	103.5	141.47368421052633	40	0	200	25	2.0	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
8	spot	-36.09473684210526	103.5	138.65835789473684	60	180	200	40	3.6	0.8228594042075024,0.8702619574582946,0.9532384200616937,1
